StationId,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
"Vikas Sadan, Gurugram - HSPCB",4/22/17,368.79,,4.46,12.31,,,0.56,3.02,43.58,0.03,2.66,,449,Severe
"Vikas Sadan, Gurugram - HSPCB",4/23/17,153.67,,6.41,12.76,,,0.54,8.3,49.37,0.03,2.65,,411,Severe
"Vikas Sadan, Gurugram - HSPCB",4/24/17,129.93,,5.8,12.78,,,0.53,10.69,58.51,0.02,2.53,,335,Very Poor
"Vikas Sadan, Gurugram - HSPCB",4/25/17,98.3,,5.71,13.55,,,0.5,12.75,73.95,0.03,3.26,,236,Poor
"Vikas Sadan, Gurugram - HSPCB",4/26/17,89.69,,5.15,13.43,,,0.47,14.79,54,0.03,2.97,,212,Poor
"Vikas Sadan, Gurugram - HSPCB",4/27/17,269.29,,4.31,13.44,,,0.47,34.88,40.66,0.02,2.39,,360,Very Poor
"Vikas Sadan, Gurugram - HSPCB",4/28/17,174.87,,5.45,13.26,,,0.49,22.07,42.62,0.02,2.41,,387,Very Poor
"Vikas Sadan, Gurugram - HSPCB",4/29/17,118.41,,5.9,18.31,,,0.54,21.75,53.42,0.02,2.26,,328,Very Poor
"Vikas Sadan, Gurugram - HSPCB",4/30/17,62.45,,5.98,17.19,,,0.49,11,42.33,0.02,1.41,,210,Poor
"Vikas Sadan, Gurugram - HSPCB",5/1/17,64.79,,5.96,21.2,,,0.6,9.59,49.84,0.03,2.33,,98,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",5/2/17,113.6,,5.9,24.39,,,0.58,13.2,64.12,0.02,1.98,,168,Moderate
"Vikas Sadan, Gurugram - HSPCB",5/3/17,154.13,,6,20.37,,,0.54,25.14,29.94,0.03,2.55,,299,Poor
"Vikas Sadan, Gurugram - HSPCB",5/4/17,217.14,,5.93,17.96,,,0.48,7.41,51.83,0.02,2.27,,363,Very Poor
"Vikas Sadan, Gurugram - HSPCB",5/5/17,203.45,,5.96,19.65,,,0.62,15.76,60.8,0.03,2.83,,376,Very Poor
"Vikas Sadan, Gurugram - HSPCB",5/6/17,181.36,,5.93,34.12,,,0.69,30.42,53.66,0.03,2.75,,357,Very Poor
"Vikas Sadan, Gurugram - HSPCB",5/7/17,183.68,,5.96,31.54,,,0.63,37.23,58.54,0.03,2.78,,346,Very Poor
"Vikas Sadan, Gurugram - HSPCB",5/8/17,158.7,,5.52,17.98,,,0.7,12.52,84.47,0.03,2.99,,344,Very Poor
"Vikas Sadan, Gurugram - HSPCB",5/9/17,186.31,,7.65,19.64,,,0.42,14.3,38.15,0.03,2.47,,333,Very Poor
"Vikas Sadan, Gurugram - HSPCB",5/10/17,192.79,,5.97,17.35,,,0.46,3.85,49.95,0.03,3.04,,354,Very Poor
"Vikas Sadan, Gurugram - HSPCB",5/11/17,134.78,,5.83,20.12,,,0.53,4.26,45.77,0.02,2.14,,334,Very Poor
"Vikas Sadan, Gurugram - HSPCB",5/12/17,310.69,,13.91,22.02,,,0.51,3.08,43.39,0.04,4.29,,409,Severe
"Vikas Sadan, Gurugram - HSPCB",5/13/17,187.24,,5.94,24.73,,,0.59,9.16,57.01,0.03,2.87,,388,Very Poor
"Vikas Sadan, Gurugram - HSPCB",5/14/17,387.02,,5.92,19.04,,,0.52,16.09,48.23,0.03,2.49,,373,Very Poor
"Vikas Sadan, Gurugram - HSPCB",5/15/17,146.02,,5.94,29.87,,,0.63,19.27,26.85,0.03,2.92,,460,Severe
"Vikas Sadan, Gurugram - HSPCB",5/16/17,237.12,,5.94,24.15,,,0.52,20.34,52.4,0.03,2.38,,337,Very Poor
"Vikas Sadan, Gurugram - HSPCB",5/17/17,67.32,,9.52,24.01,,,0.31,2.54,61.28,0.02,1.52,,,
"Vikas Sadan, Gurugram - HSPCB",5/18/17,,,,,,,,,,,,,,
"Vikas Sadan, Gurugram - HSPCB",5/19/17,158.91,,94.24,39.59,,,0.78,2.74,43.03,0.03,2.76,,,
"Vikas Sadan, Gurugram - HSPCB",5/20/17,173.26,,29.87,34.58,,,0.37,3.02,33.47,0.03,3.26,,,
"Vikas Sadan, Gurugram - HSPCB",5/21/17,,,,,,,,,,,,,,
"Vikas Sadan, Gurugram - HSPCB",5/22/17,236.59,,84.9,139.46,,,0.28,3.39,9.93,0.02,2.11,,,
"Vikas Sadan, Gurugram - HSPCB",5/23/17,378.89,,54.93,77.48,,,0.52,1.1,49.68,0.03,2.92,,,
"Vikas Sadan, Gurugram - HSPCB",5/24/17,156.33,,10.95,34.46,,,0.61,2.81,33.86,0.03,3.41,,460,Severe
"Vikas Sadan, Gurugram - HSPCB",5/25/17,162.88,,16.63,19.45,,,0.54,1.93,69.75,0.02,1.95,,,
"Vikas Sadan, Gurugram - HSPCB",5/26/17,479.2,,7.02,12.81,,,0.64,2.86,56.49,0.03,1.65,,550,Severe
"Vikas Sadan, Gurugram - HSPCB",5/27/17,128.13,,10.96,23.05,,,0.38,1.81,80.73,0.02,1.36,,550,Severe
"Vikas Sadan, Gurugram - HSPCB",5/28/17,78.72,,6.97,10.4,,,0.43,2.72,57.15,0.03,3.09,,195,Moderate
"Vikas Sadan, Gurugram - HSPCB",5/29/17,96.26,,5.91,11.62,,,0.48,3.13,37.77,0.03,3.61,,271,Poor
"Vikas Sadan, Gurugram - HSPCB",5/30/17,188.04,,5.96,13.23,,,0.51,3.39,36.4,0.03,2.47,,172,Moderate
"Vikas Sadan, Gurugram - HSPCB",5/31/17,288,,6.05,13.14,,,0.49,3.25,31.32,0.04,4.05,,485,Severe
"Vikas Sadan, Gurugram - HSPCB",6/1/17,106.44,,8.61,14.73,,,0.51,1.67,35.9,0.03,2.87,,282,Poor
"Vikas Sadan, Gurugram - HSPCB",6/2/17,308.48,,5.9,14.46,,,0.41,3.54,41.76,0.03,3,,395,Very Poor
"Vikas Sadan, Gurugram - HSPCB",6/3/17,92.71,,5.94,14.66,,,0.37,3.55,15.22,0.03,3.47,,366,Very Poor
"Vikas Sadan, Gurugram - HSPCB",6/4/17,,,,,,,,,,,,,,
"Vikas Sadan, Gurugram - HSPCB",6/5/17,115.7,,5.9,26.18,,,0.37,3.23,37.32,0.02,2.1,,,
"Vikas Sadan, Gurugram - HSPCB",6/6/17,414.62,,5.92,16.14,,,0.4,3.88,19.15,0.02,1.08,,408,Severe
"Vikas Sadan, Gurugram - HSPCB",6/7/17,454.16,,6.02,12.27,,,0.4,3.67,25.64,0.03,2.94,,646,Severe
"Vikas Sadan, Gurugram - HSPCB",6/8/17,63,,5.94,14.01,,,0.41,3.95,24.78,0.04,3.61,,236,Poor
"Vikas Sadan, Gurugram - HSPCB",6/9/17,341.49,,5.93,17.86,,,0.41,3.6,15.05,0.03,3.53,,340,Very Poor
"Vikas Sadan, Gurugram - HSPCB",6/10/17,107.85,,5.92,15.21,,,0.42,4.04,15.06,0.04,4.21,,345,Very Poor
"Vikas Sadan, Gurugram - HSPCB",6/11/17,322.88,,5.96,15.76,,,0.5,3.64,39.7,0.03,3.56,,390,Very Poor
"Vikas Sadan, Gurugram - HSPCB",6/12/17,120.38,,5.99,16.62,,,0.51,4.18,35.77,0.04,3.94,,357,Very Poor
"Vikas Sadan, Gurugram - HSPCB",6/13/17,98.73,,5.93,23.05,,,0.48,3.64,15.54,0.03,3.57,,286,Poor
"Vikas Sadan, Gurugram - HSPCB",6/14/17,175.56,,6.01,18.53,,,0.48,3.5,21.39,0.04,3.6,,317,Very Poor
"Vikas Sadan, Gurugram - HSPCB",6/15/17,468.59,,9.28,26.95,,,0.56,1.65,32.81,0.04,4.03,,486,Severe
"Vikas Sadan, Gurugram - HSPCB",6/16/17,100.65,,5.89,18.39,,,0.49,3.28,19.89,0.03,3.48,,295,Poor
"Vikas Sadan, Gurugram - HSPCB",6/17/17,81.12,,14.88,22.85,,,0.27,0.49,10.44,0.04,3.89,,218,Poor
"Vikas Sadan, Gurugram - HSPCB",6/18/17,409.71,,5.92,15.39,,,0.49,3.49,12.3,0.03,3.4,,359,Very Poor
"Vikas Sadan, Gurugram - HSPCB",6/19/17,454.35,,5.95,20.35,,,0.49,3.49,21.77,0.02,2.32,,648,Severe
"Vikas Sadan, Gurugram - HSPCB",6/20/17,104.96,,5.94,11.16,,,0.47,3.86,34.88,0.02,2.4,,353,Very Poor
"Vikas Sadan, Gurugram - HSPCB",6/21/17,159.35,,5.92,10.2,,,0.48,4.19,32.2,0.02,2.43,,316,Very Poor
"Vikas Sadan, Gurugram - HSPCB",6/22/17,141.73,,5.95,12.19,,,0.47,3.79,25.67,0.03,2.68,,328,Very Poor
"Vikas Sadan, Gurugram - HSPCB",6/23/17,196.21,,5.93,10.07,,,0.49,3.78,25.68,0.01,1.53,,347,Very Poor
"Vikas Sadan, Gurugram - HSPCB",6/24/17,119.27,,5.99,10.09,,,0.5,3.26,31.31,0.03,2.79,,293,Poor
"Vikas Sadan, Gurugram - HSPCB",6/25/17,167.63,,5.93,10.21,,,0.48,3.56,36.6,0.03,2.67,,328,Very Poor
"Vikas Sadan, Gurugram - HSPCB",6/26/17,111.06,,5.95,10.05,,,0.48,3.71,34.39,0.02,1.84,,302,Very Poor
"Vikas Sadan, Gurugram - HSPCB",6/27/17,205.23,,5.96,10.16,,,0.49,3.37,22.48,0.03,2.65,,326,Very Poor
"Vikas Sadan, Gurugram - HSPCB",6/28/17,62.93,,5.95,10.1,,,0.49,3.65,20.32,0.02,1.91,,228,Poor
"Vikas Sadan, Gurugram - HSPCB",6/29/17,40.01,,5.96,10.07,,,0.51,3.74,18.22,0.01,1.46,,79,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",6/30/17,60.53,,5.97,10.24,,,0.49,3.93,10.52,0.02,1.77,,91,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",7/1/17,76.66,,5.93,10.02,,,0.48,3.81,17.05,0.02,2.22,,126,Moderate
"Vikas Sadan, Gurugram - HSPCB",7/2/17,61.17,,5.97,10.01,,,0.51,3.57,17.83,0.03,3.53,,156,Moderate
"Vikas Sadan, Gurugram - HSPCB",7/3/17,69.17,,5.91,10.08,,,0.5,3.42,22.87,0.03,2.87,,88,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",7/4/17,110.09,,5.95,10.18,,,0.48,3.98,16.7,0.03,3.01,,219,Poor
"Vikas Sadan, Gurugram - HSPCB",7/5/17,359.63,,5.94,10.14,,,0.46,3.74,15.97,0.04,3.82,,332,Very Poor
"Vikas Sadan, Gurugram - HSPCB",7/6/17,97.11,,5.96,10.06,,,0.49,3.85,17.69,0.03,3.62,,402,Severe
"Vikas Sadan, Gurugram - HSPCB",7/7/17,455.38,,5.96,10.06,,,0.5,3.61,18.06,0.02,2.41,,404,Severe
"Vikas Sadan, Gurugram - HSPCB",7/8/17,137.34,,5.93,10.09,,,0.51,3.59,22.11,0.03,3.03,,372,Very Poor
"Vikas Sadan, Gurugram - HSPCB",7/9/17,821.42,,5.94,10.24,,,0.49,3.67,12.89,0.03,2.95,,529,Severe
"Vikas Sadan, Gurugram - HSPCB",7/10/17,147.12,,5.93,10.06,,,0.53,3.3,9.91,0.03,2.6,,,
"Vikas Sadan, Gurugram - HSPCB",7/11/17,382.31,,5.92,10.04,,,0.61,1.7,15.51,0.03,2.93,,377,Very Poor
"Vikas Sadan, Gurugram - HSPCB",7/12/17,75.84,,5.15,13.83,,,0.72,6.08,8.85,0.03,2.57,,576,Severe
"Vikas Sadan, Gurugram - HSPCB",7/13/17,65.39,,1.34,12.08,,,2.71,21.82,23.56,0.03,3.26,,210,Poor
"Vikas Sadan, Gurugram - HSPCB",7/14/17,723.16,,1.29,4.89,,,0.33,23.36,51.31,0.02,2.04,,497,Severe
"Vikas Sadan, Gurugram - HSPCB",7/15/17,,,1.25,3.32,,,0.33,19.5,51.77,0.03,3.15,,,
"Vikas Sadan, Gurugram - HSPCB",7/16/17,812.49,,1.27,2.31,,,0.25,21.33,58.72,0.02,2.63,,,
"Vikas Sadan, Gurugram - HSPCB",7/17/17,445.85,,1.31,2.57,,,0.29,22.44,45.46,0.01,1.5,,,
"Vikas Sadan, Gurugram - HSPCB",7/18/17,47.73,,2.04,0.88,,,0.28,20.85,61.17,0.02,2.31,,107,Moderate
"Vikas Sadan, Gurugram - HSPCB",7/19/17,55.35,,4.64,4.67,,,0.19,28.94,47.54,0.03,3.14,,114,Moderate
"Vikas Sadan, Gurugram - HSPCB",7/20/17,33.14,,86.59,11.18,,,0.66,17.06,8.18,0.03,3.09,,80,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",7/21/17,42.9,,14.79,13.88,,,0.21,8.44,7.8,0.02,1.77,,69,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",7/22/17,397.25,,14.48,21.52,,,0.14,1.73,8.25,0,0,,288,Poor
"Vikas Sadan, Gurugram - HSPCB",7/23/17,22.36,,10.95,22.97,,,0.16,2.9,7.55,0,0,,547,Severe
"Vikas Sadan, Gurugram - HSPCB",7/24/17,218.14,,13.37,22.26,,,0.39,2.98,17.32,0,0,,,
"Vikas Sadan, Gurugram - HSPCB",7/25/17,25.41,,54.7,30.37,,,0.68,5.48,27.7,0,0,,,
"Vikas Sadan, Gurugram - HSPCB",7/26/17,53,,11.26,26.58,,,0.73,3.73,31.42,0,0,,,
"Vikas Sadan, Gurugram - HSPCB",7/27/17,84.4,,10.71,24.23,,,0.92,4.5,30.62,0,0,,157,Moderate
"Vikas Sadan, Gurugram - HSPCB",7/28/17,264.95,,8.45,25.57,,,0.94,4.37,31.55,0,0,,326,Very Poor
"Vikas Sadan, Gurugram - HSPCB",7/29/17,124.17,,2.32,28.84,,,0.95,3.73,38.82,0,0,,248,Poor
"Vikas Sadan, Gurugram - HSPCB",7/30/17,858.73,,1.23,30.18,,,0.86,2.53,30.09,0,0,,482,Severe
"Vikas Sadan, Gurugram - HSPCB",7/31/17,38.04,,1.65,30.89,,,0.93,3.32,14.27,0,0,,,
"Vikas Sadan, Gurugram - HSPCB",8/1/17,16.12,,2.55,30.39,,,0.94,6.6,18.17,0,0,,72,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/2/17,28.56,,2.45,30.44,,,0.89,6.98,23.79,0,0,,72,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/3/17,35.52,,2.61,30.36,,,0.91,7.61,20.05,0,0,,68,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/4/17,46.25,,2.03,30.46,,,0.9,7.48,21.38,0,0,,68,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/5/17,46.38,,1.98,30.67,,,0.89,5.38,33.9,0,0,,84,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/6/17,41.5,,1.48,31.37,,,0,7.35,11.35,0,0,,76,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/7/17,41.47,,1.5,31.36,,,0,7.34,,0,0,,,
"Vikas Sadan, Gurugram - HSPCB",8/8/17,41.47,,1.5,31.36,,,0,7.34,,0,0,,,
"Vikas Sadan, Gurugram - HSPCB",8/9/17,34.18,,4.2,30.49,,,1.4,5.41,13.08,0,0,,,
"Vikas Sadan, Gurugram - HSPCB",8/10/17,47.05,,3.12,30.39,,,0.87,6.32,26.24,0,0,,92,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/11/17,38.07,,0.48,30.26,,,0.87,8.8,24.16,0,0,,82,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/12/17,31.51,,0.41,30.29,,,1.02,5.76,19.9,0,0,,59,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/13/17,34.22,,0.42,30.23,,,0.88,7.08,30.96,0,0,,79,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/14/17,40.09,,0.26,30.14,,,0.85,5.97,25.89,0,0,,84,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/15/17,38.83,,0.09,30.16,,,0.96,4.94,32.28,0,0,,69,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/16/17,42.61,,0.4,28.7,,,0.89,6.57,44.45,0,0,,65,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/17/17,68.96,,3.79,24.86,,,0.96,5.28,34.76,0,0,,104,Moderate
"Vikas Sadan, Gurugram - HSPCB",8/18/17,73.17,,4.12,24.89,,,0.88,6.47,38.85,0,0,,143,Moderate
"Vikas Sadan, Gurugram - HSPCB",8/19/17,61.04,,4.03,24.97,,,1,6.9,29.56,0,0,,130,Moderate
"Vikas Sadan, Gurugram - HSPCB",8/20/17,41.14,,3.76,24.95,,,0.77,6.2,42.63,0,0,,83,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/21/17,46.25,,4.14,24.74,,,1,6.48,30.77,0,0,,68,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/22/17,66.42,,4.14,24.89,,,0.94,6.51,37.33,0,0,,95,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/23/17,64.36,,3.88,25.01,,,0.95,5.83,19.78,0,0,,135,Moderate
"Vikas Sadan, Gurugram - HSPCB",8/24/17,67.82,,3.97,24.97,,,0.91,8.34,36.38,0,0,,98,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",8/25/17,87.97,,4.26,24.94,,,0.79,7.36,44.42,0,0,,176,Moderate
"Vikas Sadan, Gurugram - HSPCB",8/26/17,111.01,,3.89,25,,,0.94,6.73,39.49,0,0,,244,Poor
"Vikas Sadan, Gurugram - HSPCB",8/27/17,111.01,,3.86,24.98,,,0.94,6.78,50.84,0,0,,270,Poor
"Vikas Sadan, Gurugram - HSPCB",8/28/17,6.42,,17.25,29,,,0.75,2.46,17.97,0,0,,,
"Vikas Sadan, Gurugram - HSPCB",8/29/17,949.99,,26.31,28.34,,,0.92,7.44,29.91,0,0,,,
"Vikas Sadan, Gurugram - HSPCB",8/30/17,643.71,,43.86,32.66,,,0.99,5.97,30.46,0.01,0.78,,891,Severe
"Vikas Sadan, Gurugram - HSPCB",8/31/17,33.26,,17.52,26.35,,,0.91,14.9,18.97,0.03,2.77,,242,Poor
"Vikas Sadan, Gurugram - HSPCB",9/1/17,34.03,,10.76,26.14,,,0.9,3.96,12.36,0.03,2.76,,58,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",9/2/17,33.97,,2.44,25.98,,,0.93,2.34,12.16,0.03,2.75,,57,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",9/3/17,33.95,,2.54,26.13,,,0.92,3.26,11.25,0.03,2.75,,57,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",9/4/17,33.68,,3.37,26,,,2.7,4.52,13.92,0.03,2.74,,96,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",9/5/17,33.98,,1.04,26.24,,,1.03,4.78,13.67,0.03,2.75,,88,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",9/6/17,34.07,,1.71,26.05,,,0.94,5.12,12.08,0.03,2.75,,63,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",9/7/17,33.86,,1.79,26,,,0.97,5.03,12.97,0.03,2.75,,63,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",9/8/17,45.31,,3.16,25.82,,,1.09,4.65,17.47,0.03,2.73,,78,Satisfactory
"Vikas Sadan, Gurugram - HSPCB",9/9/17,67.28,,3.59,25.89,,,1,4.38,20.76,0.03,2.73,,109,Moderate
"Vikas Sadan, Gurugram - HSPCB",9/10/17,72.11,,4.89,25.88,,,0.97,4.62,17.71,0.03,2.72,,131,Moderate
"Vikas Sadan, Gurugram - HSPCB",9/11/17,79.97,,3.22,25.36,,,0.88,4.79,17.61,0.03,2.71,,142,Moderate
"Vikas Sadan, Gurugram - HSPCB",9/12/17,95.69,,2.17,25.88,,,1.12,4.72,14.26,0.03,3.25,,238,Poor
"Vikas Sadan, Gurugram - HSPCB",9/13/17,78.62,,3.49,25.63,,,0.91,4.73,20.02,0.04,4.37,,163,Moderate
"Vikas Sadan, Gurugram - HSPCB",9/14/17,85.17,,4.51,23.15,,,1.02,5.2,18.91,0.04,4.35,,199,Moderate
"Vikas Sadan, Gurugram - HSPCB",9/15/17,61.76,,3.32,20.42,,,0.94,4.07,22.56,0.04,4.34,,123,Moderate
"Vikas Sadan, Gurugram - HSPCB",9/16/17,69.14,,1.25,20.5,,,1.02,4.49,21.38,0.04,4.39,,119,Moderate
"Vikas Sadan, Gurugram - HSPCB",9/17/17,62.94,,1,20.66,,,0.97,4.87,30.88,0.04,4.43,,123,Moderate
"Vikas Sadan, Gurugram - HSPCB",9/18/17,56.2,,0.81,21.01,,,1.16,5.39,38.15,0.04,4.48,,107,Moderate
"Vikas Sadan, Gurugram - HSPCB",9/19/17,51.96,,1.13,21.11,,,0.98,5.34,36.53,0.04,4.47,,116,Moderate
"Vikas Sadan, Gurugram - HSPCB",9/20/17,93.97,,2.71,21.01,,,0.99,7.83,30.21,0.04,4.45,,148,Moderate
"Vikas Sadan, Gurugram - HSPCB",9/21/17,76.48,,1.26,21.63,,,0.96,5.74,11.61,0.04,4.45,,190,Moderate
"Vikas Sadan, Gurugram - HSPCB",9/22/17,92.74,,0.97,21.87,,,0.89,4.45,9.48,0.04,4.45,,178,Moderate
"Vikas Sadan, Gurugram - HSPCB",9/23/17,105.73,,0.23,22.07,,,0.86,3.78,9.41,0.04,4.46,,226,Poor
"Vikas Sadan, Gurugram - HSPCB",9/24/17,100.85,,0.34,21.97,,,0.99,4.46,16.84,0.04,4.46,,270,Poor
"Vikas Sadan, Gurugram - HSPCB",9/25/17,87.25,,1.81,20.91,,,0.93,4.76,16.3,0.04,4.47,,189,Moderate
"Vikas Sadan, Gurugram - HSPCB",9/26/17,102.27,,2.69,20.74,22.96,,0.87,5.11,12.34,0.03,4.45,,229,Poor
"Vikas Sadan, Gurugram - HSPCB",9/27/17,83.13,,3,21.09,,,0.93,4.4,15.93,0.04,4.38,,206,Poor
"Vikas Sadan, Gurugram - HSPCB",9/28/17,77.67,,2.23,19.41,,,0.81,5.11,23.68,0.03,4.46,,153,Moderate
"Vikas Sadan, Gurugram - HSPCB",9/29/17,90.11,,2.87,21.31,,,1.1,5.65,26.92,0.04,4.45,,191,Moderate
"Vikas Sadan, Gurugram - HSPCB",9/30/17,112.11,,2.27,21.3,,,1.01,5.22,31.03,0.04,4.45,,238,Poor
"Vikas Sadan, Gurugram - HSPCB",10/1/17,113.12,,3.38,21.61,24.43,,1,4.29,28.09,0.04,4.44,,284,Poor
"Vikas Sadan, Gurugram - HSPCB",10/2/17,93.61,,2.47,21.9,24.99,,0.99,5.28,25.6,0.04,4.41,,247,Poor
"Vikas Sadan, Gurugram - HSPCB",10/3/17,90.15,,2.13,20.41,23.46,,0.94,4.7,32,0.04,4.41,,193,Moderate
"Vikas Sadan, Gurugram - HSPCB",10/4/17,90.59,,3.21,19.46,23.75,,0.69,6.33,30.07,0.03,4.42,,209,Poor
"Vikas Sadan, Gurugram - HSPCB",10/5/17,79.04,,1.51,17.3,20.05,,0.13,5.45,75.54,0,4.44,,196,Moderate
"Vikas Sadan, Gurugram - HSPCB",10/6/17,74.37,,1.48,22.53,16.21,,0.54,4.48,54.23,0.02,4.38,,,
"Vikas Sadan, Gurugram - HSPCB",10/7/17,91.11,,1.41,24.96,16.01,,0.51,3.73,21.17,0.02,4.39,,174,Moderate
"Vikas Sadan, Gurugram - HSPCB",10/8/17,63.02,,3.15,22.23,20.5,,0.26,3.47,50.41,0.01,4.4,,,
"Vikas Sadan, Gurugram - HSPCB",10/9/17,80.75,,6.24,24.67,16,,0.84,7.62,22.99,0.04,4.41,,154,Moderate
"Vikas Sadan, Gurugram - HSPCB",10/10/17,83.99,,4.81,24.35,,,0.88,6.86,26.71,0.04,4.41,,182,Moderate
"Vikas Sadan, Gurugram - HSPCB",10/11/17,83.88,,4.93,24.58,18.43,,0.73,5.42,21.74,0.03,4.43,,176,Moderate
"Vikas Sadan, Gurugram - HSPCB",10/12/17,77.28,,2.29,23.5,21.51,,0.61,5.58,34.77,0.03,4.44,,169,Moderate
"Vikas Sadan, Gurugram - HSPCB",10/13/17,78.47,,3.4,24.82,,,0.88,5.91,31.99,0.04,4.42,,166,Moderate
"Vikas Sadan, Gurugram - HSPCB",10/14/17,78.69,,6.9,24.63,,,0.88,9.91,34.61,0.04,4.42,,161,Moderate
"Vikas Sadan, Gurugram - HSPCB",10/15/17,80.94,,4.23,24.47,,,0.82,11.02,36.07,0.04,4.44,,165,Moderate
"Vikas Sadan, Gurugram - HSPCB",10/16/17,94.86,,7.44,25.86,,,1.13,14.84,32.59,0.04,4.43,,191,Moderate
"Vikas Sadan, Gurugram - HSPCB",10/17/17,107.62,,7.4,28.9,,,1.88,7.52,32.26,0.04,4.39,,240,Poor
"Vikas Sadan, Gurugram - HSPCB",10/18/17,111.21,,6.63,30.12,,,1.26,10.77,26.67,0.04,4.38,,269,Poor
"Vikas Sadan, Gurugram - HSPCB",10/19/17,132.57,,6.69,30.39,23.17,,2.06,9.9,25.37,0.04,4.39,,294,Poor
"Vikas Sadan, Gurugram - HSPCB",10/20/17,306.42,,17.09,30.55,33.09,,1.99,16.21,40.66,1.07,5.96,,407,Severe
"Vikas Sadan, Gurugram - HSPCB",10/21/17,170,,12.36,28.47,24.04,,1.13,10.29,38.07,1.08,5.52,,368,Very Poor
"Vikas Sadan, Gurugram - HSPCB",10/22/17,108.93,,13.51,27.88,,,1.39,9.35,32.95,1.1,5.63,,307,Very Poor
"Vikas Sadan, Gurugram - HSPCB",10/23/17,113.66,,17.51,27.45,32.89,,1.4,14.15,27.37,1.1,5.62,,235,Poor
"Vikas Sadan, Gurugram - HSPCB",10/24/17,139.31,,18.48,27.38,44.54,,0,12.43,31.42,1.1,5.61,,314,Very Poor
"Vikas Sadan, Gurugram - HSPCB",10/25/17,157.36,,16.35,27.71,,,0,11.94,33.84,1.1,5.62,,315,Very Poor
"Vikas Sadan, Gurugram - HSPCB",10/26/17,188.08,,17.39,27.85,,,0,8.44,29.87,1.09,5.55,,350,Very Poor
"Vikas Sadan, Gurugram - HSPCB",10/27/17,155.83,,11.35,26.91,,,0,7.57,30.26,1.09,5.55,,335,Very Poor
"Vikas Sadan, Gurugram - HSPCB",10/28/17,160.09,,11.21,23.76,,,0,6.71,40.62,1.1,5.61,,328,Very Poor
"Vikas Sadan, Gurugram - HSPCB",10/29/17,163.11,,10.68,23.9,,,0,6.75,37.19,1.1,5.6,,335,Very Poor
"Vikas Sadan, Gurugram - HSPCB",10/30/17,149.85,,14.27,22.5,,,1.41,6.85,34.82,1.1,5.59,,326,Very Poor
"Vikas Sadan, Gurugram - HSPCB",10/31/17,186.54,,17.84,23.04,27.22,,1.52,7.57,21.56,1.1,5.6,,337,Very Poor
"Vikas Sadan, Gurugram - HSPCB",11/1/17,174.9,,9.87,23.15,20.94,,1.75,5.49,33.53,1.1,5.61,,353,Very Poor
"Vikas Sadan, Gurugram - HSPCB",11/2/17,157.43,,9.87,23.7,21.23,,1.68,6.59,45.12,1.1,5.63,,331,Very Poor
"Vikas Sadan, Gurugram - HSPCB",11/3/17,171.54,,16.04,24.04,25.86,,1.17,6.76,30.22,1.1,5.6,,335,Very Poor
"Vikas Sadan, Gurugram - HSPCB",11/4/17,171.96,,13.87,25.68,24.26,,1.78,5.96,32.78,1.09,5.59,,337,Very Poor
"Vikas Sadan, Gurugram - HSPCB",11/5/17,162.81,,20.15,24.27,29.6,,1.52,6.95,34.6,1.08,5.62,,340,Very Poor
"Vikas Sadan, Gurugram - HSPCB",11/6/17,168.65,,17.81,22.3,27.26,,1.88,7.68,24.93,1.01,5.63,,332,Very Poor
"Vikas Sadan, Gurugram - HSPCB",11/7/17,236.77,,16.28,23.36,26.17,,2.05,7.86,29.88,1.1,5.63,,360,Very Poor
